,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
108,84,85,85,86,86,84,85,84,85,85,85,86,85,85,85,84,90,91,90,90,91,91,91,91,90,91,92,92,90,89,89,90,91,91,91,91,90,91,90,89,88,91,51,49,50,51,48,48,51,48,49,52,48,51,49,50,51,52,52,49,51,49,56,55,56,57,57,57,55,56,56,56,54,57,55,57,55,57,56,57,54,34,33,10,34,28,32,31,2,30,22,4,28,25,32,33,5,33,27,31,28,4,33,29,3,27,30,31,0,31,26,1,25,26,32,26,30,31,31,27
109,77,78,78,79,79,77,78,77,78,78,78,79,78,78,78,77,83,84,83,83,84,84,83,84,83,84,85,83,83,82,82,83,84,82,84,84,83,84,83,82,81,84,44,46,43,43,44,43,44,45,44,44,46,44,42,43,42,45,45,46,44,44,49,48,49,50,49,50,52,51,49,49,49,50,51,50,48,50,47,47,47,5,4,35,5,28,3,2,31,7,15,31,28,29,3,13,30,4,10,2,30,31,4,6,28,28,1,2,31,0,26,30,26,27,1,28,31,2,6,28
110,79,80,80,81,81,79,80,79,80,80,80,81,80,80,80,79,84,85,84,84,85,85,84,85,84,85,86,84,84,83,83,84,85,85,85,85,84,85,84,83,84,85,46,46,45,45,46,45,46,47,46,46,45,46,44,45,45,47,47,46,46,46,49,48,49,50,51,50,46,48,48,47,49,52,45,50,47,50,49,51,47,29,28,30,29,21,27,26,26,21,29,28,21,20,27,22,25,27,19,26,21,26,28,25,23,2,25,26,26,26,0,25,22,1,27,19,23,26,26,2
111,85,86,86,87,87,85,86,85,86,86,86,87,86,86,86,85,90,91,90,90,91,91,91,91,90,91,92,92,90,89,89,90,91,91,91,91,90,91,90,89,89,91,50,48,49,50,47,47,50,47,48,51,47,50,48,49,50,51,51,48,50,48,57,56,57,58,58,58,56,57,57,57,55,58,56,58,56,58,57,58,55,33,32,9,33,27,31,30,1,29,21,3,27,24,31,32,4,32,26,30,27,3,32,28,2,26,29,30,1,30,25,0,24,25,31,25,29,30,30,26
112,87,88,88,89,89,86,88,87,88,86,88,89,88,88,88,87,85,86,85,85,86,86,86,87,85,86,87,87,85,84,84,85,86,86,86,86,85,86,84,86,89,86,50,52,51,52,53,51,50,53,52,53,51,52,50,49,51,51,51,50,52,48,54,53,54,55,58,55,53,54,53,54,54,59,52,55,54,55,54,56,52,31,30,31,31,9,29,28,25,23,26,27,7,6,29,30,26,29,25,28,9,25,30,27,24,24,27,28,25,26,22,24,0,23,27,7,9,28,28,24
113,78,79,79,80,80,78,79,78,79,79,79,80,79,79,79,78,85,86,85,85,86,86,85,86,85,86,87,85,85,84,84,85,86,86,86,86,85,86,85,84,83,86,47,47,46,46,47,46,47,48,47,47,46,47,45,46,46,48,48,47,47,47,50,49,50,51,52,51,47,49,49,48,50,53,46,51,48,51,50,52,48,30,29,30,30,22,28,27,26,22,30,28,22,21,28,23,25,28,20,27,22,26,29,26,23,1,26,27,26,27,1,25,23,0,28,20,24,27,27,1
114,76,77,77,78,78,76,77,76,77,77,77,78,77,77,77,76,82,83,82,82,83,83,82,83,82,83,84,82,82,81,81,82,83,81,83,83,82,83,82,81,80,83,43,45,42,42,43,42,43,44,43,43,45,43,41,42,41,44,44,45,43,43,48,47,48,49,48,49,51,50,48,48,48,49,50,49,47,49,46,46,46,6,5,36,6,29,4,3,32,8,16,32,29,30,4,14,31,5,11,3,31,32,5,7,29,29,2,3,32,1,27,31,27,28,0,29,32,1,5,29
115,86,87,87,88,88,85,87,86,87,85,87,88,87,87,87,86,86,87,86,86,87,87,86,88,86,87,88,86,86,85,85,86,87,87,87,87,86,87,85,87,90,87,49,51,50,50,51,50,49,52,51,51,50,51,49,48,50,50,50,49,51,49,53,52,53,54,57,54,52,53,52,53,53,58,51,54,53,54,53,55,51,31,30,30,31,2,29,28,26,23,30,28,4,1,29,28,25,29,23,28,2,26,30,27,23,21,27,28,26,28,19,25,7,20,29,0,4,28,28,21
116,87,88,88,89,89,86,88,87,88,86,88,89,88,88,88,87,87,88,87,87,88,88,87,89,87,88,89,87,87,86,86,87,88,88,88,88,87,88,86,88,91,88,52,54,53,53,54,53,52,55,54,54,53,54,52,51,53,53,53,52,54,52,56,55,56,57,60,57,55,56,55,56,56,61,54,57,56,57,56,58,54,28,27,30,28,6,30,29,28,24,29,28,6,5,30,27,27,28,26,31,6,30,31,30,27,25,30,31,30,31,23,29,9,24,32,4,0,31,31,25
117,76,77,77,78,78,76,77,76,77,77,77,78,77,77,77,76,82,83,82,82,83,83,82,83,82,83,84,82,82,81,81,82,83,81,83,83,82,83,82,81,80,83,42,44,41,41,42,41,42,43,42,42,44,42,40,41,40,43,43,44,42,42,47,46,47,48,47,48,50,49,47,47,47,48,49,48,46,48,45,45,45,5,4,35,5,28,3,2,31,7,15,31,28,29,3,13,30,4,10,2,30,31,4,6,28,28,1,2,31,2,26,30,28,27,1,28,31,0,4,28
118,74,75,75,76,76,74,75,74,75,75,75,76,75,75,75,74,81,82,81,81,82,82,81,82,81,82,83,81,81,80,80,81,82,80,82,82,81,82,81,80,78,82,42,44,41,41,42,43,42,43,42,42,43,42,40,41,40,43,43,44,42,42,43,42,43,44,45,44,46,45,43,43,43,46,45,44,42,44,43,43,41,9,8,35,9,28,7,6,31,7,15,31,28,29,7,11,30,8,8,6,30,31,8,2,28,28,5,6,31,6,26,30,28,27,5,28,31,4,0,28
119,79,80,80,81,81,79,80,79,80,80,80,81,80,80,80,79,86,87,86,86,87,87,86,87,86,87,88,86,86,85,85,86,87,87,87,87,86,87,86,85,84,87,46,46,45,45,46,45,46,47,46,46,45,46,44,45,45,47,47,46,46,46,49,48,49,50,51,50,46,48,48,47,49,52,45,50,47,50,49,51,47,31,30,31,31,23,29,28,27,23,31,29,23,22,29,24,26,29,21,28,23,27,30,27,24,2,27,28,27,28,2,26,24,1,29,21,25,28,28,0
